Id,Location,Latitude,Longitude,Fatalities
3345,Bumba,2.18333,22.46667,0
3346,Bumba,2.18333,22.46667,1
3347,Bumbuna,9.045225,-11.74997,0
3348,Bunagana,-1.29814,29.59579,0
3349,Bunga,1.24848,30.032458,0
3350,Bunga,7.85,10.883333,1
3351,Bunga,7.85,10.883333,3
3352,Bungoma,0.5635,34.56055,1
3353,Bungoma,0.5635,34.56055,1
3354,Buni Yadi,11.268889,11.996944,25
3355,Buni Yadi,11.26889,11.99694,2
3356,Bunia,1.566667,30.25,0
3357,Bunia,1.566667,30.25,0
3358,Bunia,1.566667,30.25,0
3359,Bunia,1.566667,30.25,0
3360,Bunia,1.566667,30.25,0
3361,Bunia,1.566667,30.25,0
3362,Bunia,1.566667,30.25,0
3363,Bunia,1.566667,30.25,0
3364,Bunia,1.566667,30.25,0
3365,Bunia,1.566667,30.25,0
3366,Bunia,1.566667,30.25,0
3367,Bunia,1.566667,30.25,0
3368,Bunia,1.566667,30.25,0
3369,Bunia,1.566667,30.25,0
3370,Bunia,1.566667,30.25,1
3371,Bunia,1.566667,30.25,1
3372,Bunia,1.566667,30.25,1
3373,Bunia,1.566667,30.25,1
3374,Bunia,1.566667,30.25,2
3375,Bunia,1.566667,30.25,2
3376,Bunia,1.56667,30.25,0
3377,Bunia,1.56667,30.25,0
3378,Bunia,1.56667,30.25,0
3379,Bunia,1.56667,30.25,1
3380,Bunia,1.56667,30.25,2
3381,Bunj,9.945254,33.809427,0
3382,Bunj,9.945254,33.809427,11
3383,Bunumbu,8.174365,-10.864429,0
3384,Bunyakiri,-2.08721,28.64636,0
3385,Bunyatenge,-0.68463,28.63934,2
3386,Bunyuka,0.14268,29.36665,0
3387,Buqcagable,4.056695,45.466345,2
3388,Buqcagable,4.056695,45.466345,4
3389,Buqda Caqable,4.0601,45.2577,1
3390,Buqda Caqable,4.0601,45.2577,1
3391,Buqda Caqable,4.0601,45.2577,2
3392,Buqda Caqable,4.0601,45.2577,2
3393,Buqkoosaar,4.5109,44.8165,0
3394,Bur Ano,8.761,41.748,2
3395,Bur Daar,4.18333,45.26667,2
3396,Bur Fiq,4.76747,45.10288,0
3397,Bur Tinle,7.616667,47.833333,4
3398,Bur-Dheere,2.814,46.1351,10
3399,Bur-Dheere,2.814,46.1351,12
3400,Buram,10.81442,25.17429,0
3401,Buram,10.814424,25.174293,1
3402,Buram,10.814424,25.174293,8
3403,Buram,10.814424,25.174293,11
3404,Buram,11.016862,24.333135,5
3405,Burane,2.8,45.55,0
3406,Burane,2.8,45.55,0
3407,Burane,2.8,45.55,0
3408,Burane,2.8,45.55,0
3409,Burane,2.8,45.55,0
3410,Burane,2.8,45.55,2
3411,Burane,2.8,45.55,6
3412,Burane,2.8,45.55,10
3413,Burao,9.52213,45.53363,0
3414,Burao,9.52213,45.53363,0
3415,Burao,9.52213,45.53363,0
3416,Burao,9.52213,45.53363,0
3417,Burao,9.52213,45.53363,0
3418,Burao,9.52213,45.53363,0
3419,Burao,9.52213,45.53363,0
3420,Burao,9.52213,45.53363,0
3421,Burao,9.52213,45.53363,0
3422,Burao,9.52213,45.53363,1
3423,Buratai,10.904835,12.088628,5
3424,Burco,9.745026,45.634033,0
3425,Burco,9.745026,45.634033,0
3426,Burco,9.745026,45.634033,0
3427,Burco,9.745026,45.634033,0
3428,Burco,9.745026,45.634033,0
3429,Burco,9.745026,45.634033,0
3430,Burco,9.745026,45.634033,0
3431,Burco,9.745026,45.634033,0
3432,Burco,9.745026,45.634033,0
3433,Burco,9.745026,45.634033,0
3434,Burco,9.745026,45.634033,0
3435,Buringa,-3.2795,29.2837,0
3436,Buringa,-3.2795,29.2837,0
3437,Buringa,-3.2795,29.2837,0
3438,Burj al-Arab,30.903487,29.553573,0
3439,Burj al-Arab,30.903487,29.553573,0
3440,Burj al-Arab,30.903487,29.553573,3
3441,Burka Dare,7.48333,41.55,0
3442,Burka Dare,7.48333,41.55,16
3443,Burka Dare,7.48333,41.55,17
3444,Burro,13.06719,24.12847,1
3445,Buruburu,-1.284,36.88221,0
3446,Bururi,-3.94877,29.62438,0
3447,Bururi,-3.94877,29.62438,0
3448,Burutu,5.350908,5.507585,0
3449,Busaar,2.67,41.32,0
3450,Busaar,2.67,41.32,0
3451,Busaar,2.67,41.32,10
3452,Busanza,-1.221532,29.596691,3
3453,Busanza,-1.2,29.6167,0
3454,Busanza,-1.2,29.6167,0
3455,Busasa,-2.7729,30.1818,0
3456,Busasa,-2.7729,30.1818,1
3457,Bushendo,-0.93333,29.33333,1
3458,Bushrod Island,6.35,-10.78,0
3459,Busia,0.46005,34.11169,0
3460,Busia,0.46005,34.11169,0
3461,Busoni,-2.5286,30.2177,0
3462,Busoni,-2.5286,30.2177,0
3463,Busyana,-3.35896,30.56158,0
3464,Buta,2.8,24.7333,0
3465,Butaganzwa,-3.5694,30.1406,0
3466,Butaganzwa,-3.5694,30.1406,1
3467,Butaganzwa,-3.1034,29.7225,0
3468,Butaganzwa,-3.1034,29.7225,1
3469,Butaganzwa,-3.1034,29.7225,1
3470,Butaganzwa,-3.1034,29.7225,1
3471,Butaganzwa,-3.1034,29.7225,1
3472,Butaganzwa,-3.1034,29.7225,1
3473,Butahana,-2.73326,29.25131,1
3474,Butanuka,-3.1491,29.4365,0
3475,Butembo,0.133698,29.288956,0
3476,Butembo,0.1337,29.28896,0
3477,Butembo,0.1337,29.28896,0
3478,Butembo,0.1337,29.28896,0
3479,Butembo,0.1337,29.28896,0
3480,Butembo,0.1337,29.28896,0
3481,Butembo,0.1337,29.28896,0
3482,Butembo,0.1337,29.28896,0
3483,Butembo,0.1337,29.28896,0
3484,Butembo,0.1337,29.28896,0
3485,Butembo,0.1337,29.28896,0
3486,Butembo,0.1337,29.28896,1
3487,Butezi,-3.42278,30.15167,0
3488,Butezi,-3.42278,30.15167,1
3489,Butihinda,-2.7166,30.3166,0
3490,Butihinda,-2.7166,30.3166,0
3491,Butihinda,-2.69665,30.19811,0
3492,Butterworth,-32.33333,28.15,0
3493,Butterworth,-32.33333,28.15,0
3494,Butterworth,-32.33333,28.15,0
3495,Butterworth,-32.33333,28.15,0
3496,Butterworth,-32.33333,28.15,0
3497,Butterworth,-32.33333,28.15,0
3498,Buufow Bacaad,1.749276,44.743717,0
3499,Buufow Bacaad,1.749276,44.743717,0
3500,Buuhoodle,8.251603,46.315717,0
3501,Buuhoodle,8.251603,46.315717,0
3502,Buuhoodle,8.251603,46.315717,0
3503,Buuhoodle,8.251603,46.315717,0
3504,Buuhoodle,8.251603,46.315717,0
3505,Buuhoodle,8.251603,46.315717,0
3506,Buuhoodle,8.251603,46.315717,0
3507,Buuhoodle,8.251603,46.315717,0
3508,Buuhoodle,8.251603,46.315717,0
3509,Buuhoodle,8.251603,46.315717,0
3510,Buuhoodle,8.251603,46.315717,0
3511,Buuhoodle,8.251603,46.315717,2
3512,Buuhoodle,8.251603,46.315717,3
3513,Buuhoodle,8.251603,46.315717,3
3514,Buuhoodle,8.251603,46.315717,8
3515,Buulalow,2.1381,45.1212,6
3516,Buulo Batako,2.991111,43.496111,0
3517,Buulo Batako,2.991111,43.496111,5
3518,Buulo Folyo,2.163617,45.1105,0
3519,Buulo Folyo,2.163617,45.1105,0
3520,Buulo Folyo,2.163617,45.1105,0
3521,Buulo Folyo,2.163617,45.1105,0
3522,Buulo Folyo,2.163617,45.1105,4
3523,Buulo Fur,2.90166,43.07593,1
3524,Buulo Gaduud,-0.073951,42.571886,0
3525,Buulo Gaduud,-0.073951,42.571886,0
3526,Buulo Gaduud,-0.073951,42.571886,0
3527,Buulo Gaduud,-0.073951,42.571886,0
3528,Buulo Gaduud,-0.073951,42.571886,0
3529,Buulo Gaduud,-0.073951,42.571886,0
3530,Buulo Gaduud,-0.073951,42.571886,0
3531,Buulo Gaduud,-0.073951,42.571886,0
3532,Buulo Gaduud,-0.073951,42.571886,0
3533,Buulo Gaduud,-0.073951,42.571886,0
3534,Buulo Gaduud,-0.073951,42.571886,0
3535,Buulo Gaduud,-0.073951,42.571886,0
3536,Buulo Gaduud,-0.073951,42.571886,6
3537,Buulo Gaduud,-0.073951,42.571886,16
3538,Buulo Gaduud,-0.073951,42.571886,26
3539,Buulo Kuunto,2.33246,45.3341,0
3540,Buulo Sheekh,1.753076,44.559689,2
3541,Buulo Sheekh,1.753076,44.559689,3
3542,Buulo Xaaji,-0.63198,41.98393,0
3543,Buulo Xaaji,-0.63198,41.98393,0
3544,Buulo-Folyo,2.13617,45.1105,0
3545,Buundo Midow,3.0906,43.8845,0
3546,Buundo Weyne,3.2284,45.581,0
3547,Buundo Weyne,3.2284,45.581,0
3548,Buundo Weyne,3.2284,45.581,0
3549,Buundo Weyne,3.2284,45.581,1
3550,Buur Dhuxunle,4.05523,43.24708,0
3551,Buur Dhuxunle,4.05523,43.24708,0
3552,Buur Dhuxunle,4.05523,43.24708,0
3553,Buur Dhuxunle,4.05523,43.24708,1
3554,Buur Dhuxunle,4.05523,43.24708,2
3555,Buur Xakaba,2.80488,44.08205,0
3556,Buur Xakaba,2.80488,44.08205,0
3557,Buur Xakaba,2.80488,44.08205,0
3558,Buur Xakaba,2.80488,44.08205,0
3559,Buur Xakaba,2.80488,44.08205,0
3560,Buur Xakaba,2.80488,44.08205,1
3561,Buur Xakaba,2.80488,44.08205,2
3562,Buur Xakaba,2.80488,44.08205,2
3563,Buur Xakaba,2.80488,44.08205,3
3564,Buur Xakaba,2.80488,44.08205,5
3565,Buur Xakaba,2.80488,44.08205,10
3566,Buurane,2.96473,45.51236,0
3567,Buurdhuubo,3.16853,42.49469,3
3568,Buurfuule,2.92613,45.52473,1
3569,Buwama,0.0608,32.0964,0
3570,Buyenzi,-3.3692,29.3584,1
3571,Buyenzi,-3.3692,29.3584,2
3572,Bwaise,0.35083,32.56694,0
3573,Bwalanda,-0.982202,29.121787,3
3574,Bwambarangwe,-2.58314,30.33284,1
3575,Bwambarangwe,-2.58314,30.33284,1
3576,Bwari,9.28333,7.38333,0
3577,Bweru,-3.3236,30.4708,0
3578,Bweru,-3.3236,30.4708,0
3579,Bweru,-1.109273,28.937767,13
3580,Bwiza,-3.3735,29.3694,0
3581,Bwiza,-3.3735,29.3694,7
3582,Caad,6.3596,48.6282,0
3583,Caad,6.3596,48.6282,1
3584,Caad,6.3596,48.6282,2
3585,Cabdow Dibile,2.0864,45.0711,0
3586,Cabdow Dibile,2.0864,45.0711,0
3587,Cabdow Dibile,2.0864,45.0711,0
3588,Cabdow Dibile,2.0864,45.0711,2
3589,Cabdow Dibile,2.0864,45.0711,3
3590,Cabinda,-5.575818,12.187123,0
3591,Cabinda,-5.575818,12.187123,0
3592,Cabinda,-5.575818,12.187123,2
3593,Cabinda,-5.575818,12.187123,16
3594,Cabinda,-5.575818,12.187123,16
3595,Cabudwaaq,6.14778,46.39639,0
3596,Cabudwaaq,6.14778,46.39639,0
3597,Cabudwaaq,6.14778,46.39639,0
3598,Cabudwaaq,6.14778,46.39639,1
3599,Cabudwaaq,6.14778,46.39639,1
3600,Cabudwaaq,6.14778,46.39639,1
3601,Cabudwaaq,6.14778,46.39639,1
3602,Cabudwaaq,6.14778,46.39639,1
3603,Cabudwaaq,6.14778,46.39639,1
3604,Cabudwaaq,6.14778,46.39639,1
3605,Cabudwaaq,6.14778,46.39639,2
3606,Cabudwaaq,6.14778,46.39639,4
3607,Cabudwaaq,6.14778,46.39639,6
3608,Cabudwaaq,6.24178,46.39639,0
3609,Cabudwaaq,6.24178,46.39639,1
3610,Cacuaco,-8.7769,13.3716,0
3611,Cad-Caddey,1.78333,44.85,0
3612,Cad-Caddey,1.78333,44.85,0
3613,Cadaado,6.14568,46.62712,0
3614,Cadaado,6.14568,46.62712,0
3615,Cadaado,6.14568,46.62712,0
3616,Cadaado,6.14568,46.62712,0
3617,Cadaado,6.14568,46.62712,0
3618,Cadaado,6.14568,46.62712,0
3619,Cadaado,6.14568,46.62712,0
3620,Cadaado,6.14568,46.62712,0
3621,Cadaado,6.14568,46.62712,0
3622,Cadaado,6.14568,46.62712,0
3623,Cadaado,6.14568,46.62712,0
3624,Cadaado,6.14568,46.62712,0
3625,Cadaado,6.14568,46.62712,1
3626,Cadaado,6.14568,46.62712,1
3627,Cadaado,6.14568,46.62712,2
3628,Cadaado,6.14568,46.62712,4
3629,Cadale,2.7603,46.3222,0
3630,Cadale,2.7603,46.3222,0
3631,Cadale,2.7603,46.3222,1
3632,Cadale,2.7603,46.3222,4
3633,Cadale,2.7603,46.3222,5
3634,Cafunfo,-8.78,17.99,0
3635,Cafunfo,-8.78,17.99,0
3636,Cafunfo,-8.78,17.99,0
3637,Cafunfo,-8.78,17.99,0
3638,Cafunfo,-8.78,17.99,0
3639,Cafunfo,-8.78,17.99,2
3640,Cairo,30.07708,31.28591,0
3641,Cairo,30.07708,31.28591,0
3642,Cairo,30.07708,31.28591,0
3643,Cairo,30.07708,31.28591,0
3644,Cairo,30.07708,31.28591,0
3645,Cairo,30.07708,31.28591,0
3646,Cairo,30.07708,31.28591,0
3647,Cairo,30.07708,31.28591,0
3648,Cairo,30.07708,31.28591,0
3649,Cairo,30.07708,31.28591,0
3650,Cairo,30.07708,31.28591,0
3651,Cairo,30.07708,31.28591,0
3652,Cairo,30.07708,31.28591,0
3653,Cairo,30.07708,31.28591,0
3654,Cairo,30.07708,31.28591,0
3655,Cairo,30.07708,31.28591,0
3656,Cairo,30.07708,31.28591,0
3657,Cairo,30.07708,31.28591,0
3658,Cairo,30.07708,31.28591,0
3659,Cairo,30.07708,31.28591,0
3660,Cairo,30.07708,31.28591,0
3661,Cairo,30.07708,31.28591,0
3662,Cairo,30.07708,31.28591,0
3663,Cairo,30.07708,31.28591,0
3664,Cairo,30.07708,31.28591,0
3665,Cairo,30.07708,31.28591,0
3666,Cairo,30.07708,31.28591,0
3667,Cairo,30.07708,31.28591,0
3668,Cairo International Airport,30.12194,31.40556,0
3669,Calabar,4.966667,8.333333,0
3670,Calabar,4.966667,8.333333,0
3671,Calabar,4.966667,8.333333,0
3672,Calabar,4.966667,8.333333,0
3673,Calabar,4.966667,8.333333,0
3674,Calabar,4.966667,8.333333,0
3675,Calabar,4.966667,8.333333,0
3676,Calabar,4.966667,8.333333,0
3677,Calabar,4.966667,8.333333,1
3678,Calabar,4.966667,8.333333,2
3679,Calabar,4.966667,8.333333,3
3680,Calabar,4.966667,8.333333,4
3681,Calabar,4.966667,8.333333,10
3682,Calabar,4.96667,8.33333,0
3683,Calabar,4.96667,8.33333,0
3684,Calamadaha,2.016803,45.28,3
3685,Calamadaha,2.016803,45.28,3
3686,Cali Fool Dheere,2.88306,45.65694,0
3687,Cali Fool Dheere,2.88306,45.65694,0
3688,Cali Fool Dheere,2.88306,45.65694,0
3689,Cali Fool Dheere,2.88306,45.65694,0
3690,Cali Fool Dheere,2.88306,45.65694,0
3691,Cali Fool Dheere,2.88306,45.65694,1
3692,Cali Fool Dheere,2.88306,45.65694,6
3693,Cali Fool Dhere,2.88306,45.65694,1
3694,Cali Fool Dhere,2.88306,45.65694,1
3695,Cali Fool Dhere,2.88306,45.65694,4
3696,Cali Fool Dhere,3.0461,45.6343,0
3697,Calonda,-8.46911,20.55014,0
3698,Calonda,-8.46911,20.55014,0
3699,Caluza,-29.630865,30.311925,1
3700,Camaara,5.11431,47.93026,0
3701,Cambarey,1.52078,44.42945,0
3702,Cambarey,1.52078,44.42945,2
3703,Camp Kpabo,5.3371,25.83714,0
3704,Camp Robin,-22.89539,47.34363,0
3705,Camperdown,-29.72868,30.54256,1
3706,Cangola,-7.9666,15.85,1
3707,Canjeele,10.4,50.133333,2
3708,Cankuzo,-3.2186,30.5528,0
3709,Cankuzo,-3.2186,30.5528,0
3710,Cankuzo,-3.2186,30.5528,0
3711,Cankuzo,-3.2186,30.5528,0
3712,Cankuzo,-3.2186,30.5528,0
3713,Cankuzo,-3.2186,30.5528,0
3714,Cankuzo,-3.2186,30.5528,0
3715,Cankuzo,-3.2186,30.5528,0
3716,Cankuzo,-3.2186,30.5528,1
3717,Cankuzo,-3.2186,30.5528,1
3718,Cape Coast,5.1,-1.2333,0
3719,Cape Coast,5.10535,-1.2466,0
3720,Cape Town,-33.92528,18.42389,0
3721,Cape Town,-33.92528,18.42389,0
3722,Cape Town,-33.92528,18.42389,0
3723,Cape Town,-33.92528,18.42389,0
3724,Cape Town,-33.92528,18.42389,0
3725,Cape Town,-33.92528,18.42389,0
3726,Cape Town,-33.92528,18.42389,0
3727,Cape Town,-33.92528,18.42389,0
3728,Cape Town,-33.92528,18.42389,0
3729,Cape Town,-33.92528,18.42389,0
3730,Cape Town,-33.92528,18.42389,0
3731,Cape Town,-33.92528,18.42389,0
3732,Cape Town,-33.92528,18.42389,0
3733,Cape Town,-33.92528,18.42389,0
3734,Cape Town,-33.92528,18.42389,0
3735,Cape Town,-33.92528,18.42389,0
3736,Cape Town,-33.92528,18.42389,0
3737,Cape Town,-33.92528,18.42389,0
3738,Cape Town,-33.92528,18.42389,0
3739,Cape Town,-33.92528,18.42389,0
3740,Cape Town,-33.92528,18.42389,0
3741,Cape Town,-33.92528,18.42389,0
3742,Cape Town,-33.92528,18.42389,0
3743,Cape Town,-33.92528,18.42389,0
3744,Cape Town,-33.92528,18.42389,0
3745,Cape Town,-33.92528,18.42389,0
3746,Cape Town,-33.92528,18.42389,0
3747,Cape Town,-33.92528,18.42389,0
3748,Cape Town,-33.92528,18.42389,0
3749,Cape Town,-33.92528,18.42389,0
3750,Cape Town,-33.92528,18.42389,0
3751,Cape Town,-33.92528,18.42389,0
3752,Cape Town,-33.92528,18.42389,0
3753,Cape Town,-33.92528,18.42389,0
3754,Cape Town,-33.92528,18.42389,0
3755,Cape Town,-33.92528,18.42389,0
3756,Cape Town,-33.92528,18.42389,0
3757,Cape Town,-33.92528,18.42389,0
3758,Cape Town,-33.92528,18.42389,0
3759,Cape Town,-33.925278,18.423889,0
3760,Cape Town,-33.925278,18.423889,0
3761,Cape Town,-33.925278,18.423889,0
3762,Cape Town,-33.925278,18.423889,0
3763,Cape Town,-33.925278,18.423889,0
3764,Cape Town,-33.925278,18.423889,0
3765,Cape Town,-33.925278,18.423889,0
3766,Cape Town,-33.925278,18.423889,0
3767,Cape Town,-33.925278,18.423889,0
3768,Cape Town,-33.925278,18.423889,0
3769,Cape Town,-33.925278,18.423889,0
3770,Cape Town,-33.925278,18.423889,0
3771,Cape Town,-33.925278,18.423889,0
3772,Cape Town,-33.925278,18.423889,0
3773,Cape Town,-33.925278,18.423889,0
3774,Cape Town,-33.925278,18.423889,0
3775,Cape Town,-33.925278,18.423889,0
3776,Cape Town,-33.925278,18.423889,0
3777,Cape Town,-33.925278,18.423889,0
3778,Cape Town,-33.925278,18.423889,0
3779,Cape Town,-33.925278,18.423889,0
3780,Cape Town,-33.925278,18.423889,0
3781,Cape Town,-33.925278,18.423889,0
3782,Cape Town,-33.925278,18.423889,0
3783,Cape Town,-33.925278,18.423889,0
3784,Cape Town,-33.925278,18.423889,0
3785,Cape Town,-33.925278,18.423889,0
3786,Cape Town,-33.925278,18.423889,0
3787,Cape Town,-33.925278,18.423889,0
3788,Cape Town,-33.925278,18.423889,0
3789,Cape Town,-33.925278,18.423889,0
3790,Cape Town,-33.925278,18.423889,0
3791,Cape Town,-33.925278,18.423889,0
3792,Cape Town,-33.925278,18.423889,0
3793,Cape Town,-33.925278,18.423889,0
3794,Cape Town,-33.925278,18.423889,0
3795,Cape Town,-33.925278,18.423889,0
3796,Cape Town,-33.925278,18.423889,0
3797,Cape Town,-33.925278,18.423889,0
3798,Cape Town,-33.925278,18.423889,0
3799,Cape Town,-33.925278,18.423889,0
3800,Cape Town,-33.925278,18.423889,0
3801,Cape Town,-33.925278,18.423889,0
3802,Cape Town,-33.925278,18.423889,0
3803,Cape Town,-33.925278,18.423889,0
3804,Cape Town,-33.925278,18.423889,0
3805,Carbiska,2.15,45.116,10
3806,Carletonville,-26.35806,27.39806,0
3807,Carletonville,-26.358056,27.398056,0
3808,Carmo,10.5665,49.0609,0
3809,Carmo,10.5665,49.0609,0
3810,Carmo,10.5665,49.0609,9
3811,Carmoole,2.82523,45.36845,2
3812,Carnot,4.93997,15.86854,3
3813,Carthage,36.86108,10.33161,0
3814,Casablanca,33.592779,-7.619157,0
3815,Casablanca,33.592779,-7.619157,0
3816,Casablanca,33.592779,-7.619157,0
3817,Casablanca,33.592779,-7.619157,0
3818,Casablanca,33.592779,-7.619157,0
3819,Casablanca,33.592779,-7.619157,0
3820,Casablanca,33.592779,-7.619157,0
3821,Casablanca,33.592779,-7.619157,0
3822,Casablanca,33.592779,-7.619157,0
3823,Casablanca,33.592779,-7.619157,0
3824,Casablanca,33.592779,-7.619157,0
3825,Casablanca,33.592779,-7.619157,0
3826,Casablanca,33.59278,-7.61916,0
3827,Casablanca,33.59278,-7.61916,0
3828,Casablanca,33.59278,-7.61916,0
3829,Casablanca,33.59278,-7.61916,0
3830,Casablanca,33.59278,-7.61916,0
3831,Casablanca,33.59278,-7.61916,0
3832,Casablanca,33.59278,-7.61916,0
3833,Casablanca,33.59278,-7.61916,0
3834,Casablanca,33.59278,-7.61916,0
3835,Casablanca,33.59278,-7.61916,0
3836,Casablanca,33.59278,-7.61916,0
3837,Casablanca,33.59278,-7.61916,0
3838,Casbah,36.78458,3.05928,0
3839,Cashi,-3.6807,29.3358,0
3840,Cato Manor,-29.8607,30.9458,0
3841,Cato Manor,-29.8607,30.9458,0
3842,Cato Manor,-29.8607,30.9458,0
3843,Cato Manor,-29.8607,30.9458,0
3844,Cato Manor,-29.8607,30.9458,0
3845,Caungula,-8.4333,18.6333,0
3846,Caxito,-8.58,13.6641,0
3847,Caynabo,8.954321,46.410008,0
3848,Caynabo,8.95773,46.41109,0
3849,Caynabo,8.95773,46.41109,1
3850,Ceel Adde,3.2307,44.770901,50
3851,Ceel Afweyn,9.92925,47.21727,0
3852,Ceel Afweyn,9.92925,47.21727,0
3853,Ceel Afweyn,9.92925,47.21727,0
3854,Ceel Afweyn,9.92925,47.21727,0
3855,Ceel Afweyn,9.92925,47.21727,0
3856,Ceel Afweyn,9.92925,47.21727,0
3857,Ceel Afweyn,9.92925,47.21727,0
3858,Ceel Ahmed,1.62205,44.63636,0
3859,Ceel Ahmed,1.62205,44.63636,0
3860,Ceel Ahmed,1.62205,44.63636,3
3861,Ceel Baraf,3.2072,45.75927,0
3862,Ceel Baraf,3.2072,45.75927,2
3863,Ceel Baraf,3.2072,45.75927,2
3864,Ceel Barde,4.82821,43.659931,0
3865,Ceel Barde,4.82821,43.659931,1
3866,Ceel Barde,4.82821,43.659931,3
3867,Ceel Barde,4.82821,43.659931,4
3868,Ceel Buh,8.56194,49.23222,1
3869,Ceel Buur,4.68153,46.62342,0
3870,Ceel Buur,4.68153,46.62342,1
3871,Ceel Cadde,3.03594,41.86737,0
3872,Ceel Cadde,3.03594,41.86737,0
3873,Ceel Cadde,3.03594,41.86737,0
3874,Ceel Cadde,3.03594,41.86737,0
3875,Ceel Cadde,3.03594,41.86737,1
3876,Ceel Doon,3.2198,43.6925,6
3877,Ceel Huur,5.0058,48.2699,0
3878,Ceel Qoxle,4.84972,46.52153,0
3879,Ceel Qoxle,4.84972,46.52153,0
3880,Ceel Qoxle,4.84972,46.52153,3
3881,Ceel Saliini,1.923056,44.953722,0
3882,Ceel Waaq,2.730099,41.192207,0
3883,Ceel Waaq,2.730099,41.192207,1
3884,Ceel Waaq,2.730099,41.192207,2
3885,Ceel Waaq,2.730099,41.192207,4
3886,Ceel Waaq,2.7333,41.0166,0
3887,Ceel Waaq,2.7333,41.0166,0
3888,Ceel Waaq,2.7333,41.0166,0
3889,Ceel Waaq,2.7333,41.0166,0
3890,Ceel Waaq,2.7333,41.0166,0
3891,Ceel Waaq,2.7333,41.0166,0
3892,Ceel Waaq,2.7333,41.0166,2
3893,Ceel Waaq,2.7333,41.0166,2
3894,Ceel Waaq,2.7333,41.0166,10
3895,Ceel Waaq,2.73518,41.0177,0
3896,Ceel Waaq,2.73518,41.0177,0
3897,Ceel Waaq,2.73518,41.0177,0
3898,Ceel Waaq,2.73518,41.0177,0
3899,Ceel Waaq,2.73518,41.0177,0
3900,Ceel Waaq,2.73518,41.0177,2
3901,Ceel Waregow,1.80873,44.79943,0
3902,Ceel Waregow,1.80873,44.79943,0
3903,Ceel Waregow,1.80873,44.79943,1
3904,Ceel Waregow,1.80873,44.79943,2
3905,Ceel Waregow,1.80873,44.79943,3
3906,Ceel-Buh,10.22551,48.30988,0
3907,Ceel-lahelay,7.06097,49.40009,0
3908,Ceelasha Biyaha,1.923276,45.102253,0
3909,Ceelasha Biyaha,1.923276,45.102253,0
3910,Ceelasha Biyaha,1.923276,45.102253,0
3911,Ceelasha Biyaha,1.923276,45.102253,0
3912,Ceelasha Biyaha,1.923276,45.102253,0
3913,Ceelasha Biyaha,1.923276,45.102253,0
3914,Ceelasha Biyaha,1.923276,45.102253,0
3915,Ceelasha Biyaha,1.923276,45.102253,0
3916,Ceelasha Biyaha,1.923276,45.102253,1
3917,Ceelasha Biyaha,1.923276,45.102253,1
3918,Ceelasha Biyaha,1.923276,45.102253,1
3919,Ceelasha Biyaha,1.923276,45.102253,1
3920,Ceelasha Biyaha,1.923276,45.102253,1
3921,Ceelasha Biyaha,1.923276,45.102253,1
3922,Ceelasha Biyaha,1.923276,45.102253,1
3923,Ceelasha Biyaha,1.923276,45.102253,1
3924,Ceelasha Biyaha,1.923276,45.102253,2
3925,Ceelasha Biyaha,1.923276,45.102253,2
3926,Ceelasha Biyaha,1.923276,45.102253,2
3927,Ceelasha Biyaha,1.923276,45.102253,2
3928,Ceelasha Biyaha,1.923276,45.102253,2
3929,Ceelasha Biyaha,1.923276,45.102253,2
3930,Ceelasha Biyaha,1.923276,45.102253,2
3931,Ceelasha Biyaha,1.923276,45.102253,2
3932,Ceelasha Biyaha,1.923276,45.102253,3
3933,Ceelasha Biyaha,1.923276,45.102253,8
3934,Ceelayo,11.2847,49.1825,1
3935,Ceeldofar,10.62769,49.04929,0
3936,Ceeldofar,11.2847,49.1825,1
3937,Ceerigaabo,10.621822,47.36813,0
3938,Ceerigaabo,10.621822,47.36813,0
3939,Ceerigaabo,10.621822,47.36813,0
3940,Ceerigaabo,10.621822,47.36813,0
3941,Ceerigaabo,10.621822,47.36813,0
3942,Ceerigaabo,10.621822,47.36813,0
3943,Ceerigaabo,10.621822,47.36813,0
3944,Ceerigaabo,10.621822,47.36813,0
3945,Ceerigaabo,10.621822,47.36813,0
3946,Ceerigaabo,10.621822,47.36813,2
3947,Ceerigaabo,10.621822,47.36813,2
3948,Ceerigaabo,10.621822,47.36813,2
3949,Cendajuru,-3.289,30.6011,0
3950,Centurion,-25.85891,28.18577,0
3951,Centurion,-25.85891,28.18577,0
3952,Centurion,-25.85891,28.18577,0
3953,Centurion,-25.85891,28.18577,0
3954,Centurion,-25.85891,28.18577,1
3955,Chaba Melaha,36.01005,2.89891,0
3956,Chafe,11.95527,6.92232,1
3957,Chafe,11.95527,6.92232,1
3958,Chafe Donsa,8.9667,39.1167,0
3959,Chaka,-19.5172,30.69279,0
3960,Chakari,-18.0667,29.85,0
3961,Chamuk,3.58333,39.05,10
3962,Chamuk,3.58333,39.05,62
3963,Changamwe,-4.0166,39.6333,0
3964,Chatsworth,-29.91866,30.8917,0
3965,Chebika,35.62334,9.92948,0
3966,Chebika,35.62334,9.92948,0
3967,Chefchaouene,35.16878,-5.2636,0
3968,Chegutu,-18.1333,30.15,0
3969,Chegutu,-18.1333,30.15,0
3970,Chegutu,-18.1333,30.15,0
3971,Chelenko,9.4014,41.56,0
3972,Chelenko,9.4014,41.56,0
3973,Chemini,36.6,4.616667,1
3974,Chencha,6.25,37.66667,0
