Id,Location,Latitude,Longitude,Fatalities
6294,Harare,-17.8333,31.05,0
6295,Harare,-17.8333,31.05,0
6296,Harare,-17.8333,31.05,0
6297,Harare,-17.8333,31.05,0
6298,Harare,-17.8333,31.05,0
6299,Harare,-17.8333,31.05,0
6300,Harare,-17.8333,31.05,0
6301,Harare,-17.8333,31.05,0
6302,Harare,-17.8333,31.05,0
6303,Harare,-17.8333,31.05,0
6304,Harare,-17.8333,31.05,0
6305,Harare,-17.8333,31.05,0
6306,Harare,-17.8333,31.05,0
6307,Harare,-17.8333,31.05,0
6308,Harare,-17.8333,31.05,0
6309,Harare,-17.8333,31.05,0
6310,Harare,-17.8333,31.05,0
6311,Harare,-17.8333,31.05,0
6312,Harare,-17.8333,31.05,0
6313,Harare,-17.8333,31.05,0
6314,Harare,-17.8333,31.05,0
6315,Harare,-17.8333,31.05,0
6316,Harare,-17.8333,31.05,0
6317,Harare,-17.8333,31.05,0
6318,Harare,-17.8333,31.05,0
6319,Harare,-17.8333,31.05,0
6320,Harare,-17.8333,31.05,0
6321,Harare,-17.8333,31.05,0
6322,Harare,-17.8333,31.05,0
6323,Harare,-17.8333,31.05,0
6324,Harare,-17.8333,31.05,0
6325,Harare,-17.8333,31.05,0
6326,Harare,-17.8333,31.05,0
6327,Harare,-17.8333,31.05,0
6328,Harare,-17.8333,31.05,0
6329,Harare,-17.8333,31.05,1
6330,Harare,-17.8333,31.05,1
6331,Harawah,31.05,17.28333,0
6332,Harawah,31.05,17.28333,0
6333,Harawah,31.05,17.28333,10
6334,Harawah,31.05,17.283333,0
6335,Hareeri Jiroon,2.82772,42.9667,1
6336,Hargeysa,9.55975,44.06678,0
6337,Hargeysa,9.55975,44.06678,0
6338,Hargeysa,9.55975,44.06678,0
6339,Hargeysa,9.55975,44.06678,0
6340,Hargeysa,9.55975,44.06678,0
6341,Hargeysa,9.55975,44.06678,0
6342,Hargeysa,9.55975,44.06678,0
6343,Hargeysa,9.55975,44.06678,0
6344,Hargeysa,9.55975,44.06678,0
6345,Hargeysa,9.55975,44.06678,0
6346,Hargeysa,9.55975,44.06678,0
6347,Hargeysa,9.55975,44.06678,0
6348,Hargeysa,9.55975,44.06678,0
6349,Hargeysa,9.55975,44.06678,0
6350,Hargeysa,9.55975,44.06678,0
6351,Hargeysa,9.55975,44.06678,0
6352,Hargeysa,9.55975,44.06678,0
6353,Hargeysa,9.55975,44.06678,0
6354,Hargeysa,9.55975,44.06678,0
6355,Hargeysa,9.55975,44.06678,0
6356,Hargeysa,9.55975,44.06678,0
6357,Hargeysa,9.55975,44.06678,0
6358,Hargeysa,9.55975,44.06678,0
6359,Hargeysa,9.55975,44.06678,0
6360,Hargeysa,9.55975,44.06678,0
6361,Hargeysa,9.55975,44.06678,0
6362,Hargeysa,9.55975,44.06678,0
6363,Hargeysa,9.55975,44.06678,0
6364,Hargeysa,9.55975,44.06678,0
6365,Hargeysa,9.55975,44.06678,0
6366,Hargeysa,9.55975,44.06678,0
6367,Hargeysa,9.55975,44.06678,0
6368,Hargeysa,9.55975,44.06678,0
6369,Hargeysa,9.55975,44.06678,0
6370,Hargeysa,9.55975,44.06678,1
6371,Hargeysa,9.55975,44.06678,1
6372,Hargeysa,9.55975,44.06678,2
6373,Hargeysa,9.55975,44.06678,2
6374,Haro Dibe,6.600085,40.483323,1
6375,Haro Dibe,6.600085,40.483323,9
6376,Haro Dibe,6.600085,40.483323,12
6377,Harper,4.38,-7.72,0
6378,Harper,4.38,-7.72,0
6379,Hashaba,11.17719,24.28996,5
6380,Hashaba,11.966864,24.949999,0
6381,Hashaba,13.75514,23.186597,0
6382,Hashaba,13.75514,23.186597,1
6383,Hassasna,36.1333,0.8833,2
6384,Hassi Bahbah,35.0664,3.0333,0
6385,Hassi Ben Chekhif,35.36343,1.51062,0
6386,Hassi El Karma,34.46667,7.81667,0
6387,Hassi Messaoud,31.7019,6.0544,0
6388,Hassi RMel,32.928,3.271,0
6389,Hatfield,-25.74737,28.238246,0
6390,Hawindha,0.27944,41.26965,14
6391,Hawl Wadaag,2.048031,45.32,0
6392,Hawl Wadaag,2.048031,45.32,0
6393,Hawl Wadaag,2.048031,45.32,0
6394,Hawl Wadaag,2.048031,45.32,0
6395,Hawl Wadaag,2.048031,45.32,0
6396,Hawl Wadaag,2.048031,45.32,0
6397,Hawl Wadaag,2.048031,45.32,0
6398,Hawl Wadaag,2.048031,45.32,0
6399,Hawl Wadaag,2.048031,45.32,0
6400,Hawl Wadaag,2.048031,45.32,0
6401,Hawl Wadaag,2.048031,45.32,0
6402,Hawl Wadaag,2.048031,45.32,0
6403,Hawl Wadaag,2.048031,45.32,0
6404,Hawl Wadaag,2.048031,45.32,0
6405,Hawl Wadaag,2.048031,45.32,1
6406,Hawl Wadaag,2.048031,45.32,1
6407,Hawl Wadaag,2.048031,45.32,1
6408,Hawl Wadaag,2.048031,45.32,1
6409,Hawl Wadaag,2.048031,45.32,1
6410,Hawl Wadaag,2.048031,45.32,1
6411,Hawl Wadaag,2.048031,45.32,1
6412,Hawl Wadaag,2.048031,45.32,1
6413,Hawl Wadaag,2.048031,45.32,1
6414,Hawl Wadaag,2.048031,45.32,1
6415,Hawl Wadaag,2.048031,45.32,2
6416,Hawl Wadaag,2.048031,45.32,3
6417,Hawl Wadaag,2.048031,45.32,15
6418,Hawl Wadaag,2.048031,45.32,30
6419,Hawo Tako,4.75,45.2,0
6420,Hawo Tako,4.75,45.2,0
6421,Hawo Tako,4.75,45.2,0
6422,Hawo Tako,4.75,45.2,0
6423,Hawo Tako,4.75,45.2,1
6424,Hawo Tako,4.75,45.2,1
6425,Haylan,10.72371,48.1902,0
6426,Hayy al Andalus,32.866667,13.116667,0
6427,Hayy al Andalus,32.866667,13.116667,0
6428,Hayy al Andalus,32.866667,13.116667,0
6429,Hayy al Andalus,32.866667,13.116667,0
6430,Hayy al Andalus,32.866667,13.116667,0
6431,Hayy al Andalus,32.866667,13.116667,1
6432,Hazoua,33.76614,7.65571,0
6433,Hazoua,33.76614,7.65571,0
6434,Headlands,-18.2833,32.05,0
6435,Headlands,-18.2833,32.05,0
6436,Hees,4.75,45.2,0
6437,Heger,12.29811,25.02457,0
6438,Heger,12.29811,25.02457,0
6439,Heger,12.29811,25.02457,6
6440,Heglig,9.592167,28.45142,5
6441,Heiban,11.21079,30.5248,0
6442,Heiban,11.21079,30.5248,0
6443,Hekpoort,-25.88224,27.61654,0
6444,Helenvale,-33.908608,25.543083,0
6445,Heliwa,2.084381,45.39,0
6446,Heliwa,2.084381,45.39,0
6447,Heliwa,2.084381,45.39,0
6448,Heliwa,2.084381,45.39,0
6449,Heliwa,2.084381,45.39,0
6450,Heliwa,2.084381,45.39,0
6451,Heliwa,2.084381,45.39,0
6452,Heliwa,2.084381,45.39,0
6453,Heliwa,2.084381,45.39,0
6454,Heliwa,2.084381,45.39,0
6455,Heliwa,2.084381,45.39,0
6456,Heliwa,2.084381,45.39,0
6457,Heliwa,2.084381,45.39,0
6458,Heliwa,2.084381,45.39,0
6459,Heliwa,2.084381,45.39,0
6460,Heliwa,2.084381,45.39,1
6461,Heliwa,2.084381,45.39,1
6462,Heliwa,2.084381,45.39,1
6463,Heliwa,2.084381,45.39,1
6464,Heliwa,2.084381,45.39,1
6465,Heliwa,2.084381,45.39,1
6466,Heliwa,2.084381,45.39,1
6467,Heliwa,2.084381,45.39,1
6468,Heliwa,2.084381,45.39,1
6469,Heliwa,2.084381,45.39,1
6470,Heliwa,2.084381,45.39,1
6471,Heliwa,2.084381,45.39,1
6472,Heliwa,2.084381,45.39,1
6473,Heliwa,2.084381,45.39,1
6474,Heliwa,2.084381,45.39,1
6475,Heliwa,2.084381,45.39,1
6476,Heliwa,2.084381,45.39,1
6477,Heliwa,2.084381,45.39,1
6478,Heliwa,2.084381,45.39,1
6479,Heliwa,2.084381,45.39,1
6480,Heliwa,2.084381,45.39,1
6481,Heliwa,2.084381,45.39,1
6482,Hermanus,-34.409111,19.25069,0
6483,Highfield,-17.8858,30.9919,0
6484,Highfield,-17.8858,30.9919,0
6485,Highfield,-17.8858,30.9919,0
6486,Higlokadhacday,8.32158,46.57131,0
6487,Higlokadhacday,8.32158,46.57131,0
6488,Hile Alifa,12.69427,14.31536,0
6489,Hill Station,8.458333,-13.255278,0
6490,Hillbrow,-26.18995,28.04895,0
6491,Hillcrest,-29.77475,30.76396,0
6492,Hillet Ahmed Hadi,14.394722,25.756111,0
6493,Hingod,6.4167,48.6,1
6494,Hiyala,4.47182,32.86455,2
6495,Hlanganani,-23.19552,30.23605,1
6496,Hlogotlou,-25.03718,29.7563,1
6497,Hobyo,5.3505,48.5268,0
6498,Hodan,2.03333,45.35,0
6499,Hodan,2.03333,45.35,0
6500,Hodan,2.03333,45.35,0
6501,Hodan,2.03333,45.35,0
6502,Hodan,2.03333,45.35,0
6503,Hodan,2.03333,45.35,0
6504,Hodan,2.03333,45.35,0
6505,Hodan,2.03333,45.35,0
6506,Hodan,2.03333,45.35,0
6507,Hodan,2.03333,45.35,0
6508,Hodan,2.03333,45.35,0
6509,Hodan,2.03333,45.35,0
6510,Hodan,2.03333,45.35,0
6511,Hodan,2.03333,45.35,0
6512,Hodan,2.03333,45.35,0
6513,Hodan,2.03333,45.35,0
6514,Hodan,2.03333,45.35,0
6515,Hodan,2.03333,45.35,0
6516,Hodan,2.03333,45.35,0
6517,Hodan,2.03333,45.35,0
6518,Hodan,2.03333,45.35,0
6519,Hodan,2.03333,45.35,0
6520,Hodan,2.03333,45.35,0
6521,Hodan,2.03333,45.35,0
6522,Hodan,2.03333,45.35,0
6523,Hodan,2.03333,45.35,0
6524,Hodan,2.03333,45.35,0
6525,Hodan,2.03333,45.35,0
6526,Hodan,2.03333,45.35,0
6527,Hodan,2.03333,45.35,0
6528,Hodan,2.03333,45.35,0
6529,Hodan,2.03333,45.35,0
6530,Hodan,2.03333,45.35,0
6531,Hodan,2.03333,45.35,0
6532,Hodan,2.03333,45.35,0
6533,Hodan,2.03333,45.35,0
6534,Hodan,2.03333,45.35,0
6535,Hodan,2.03333,45.35,0
6536,Hodan,2.03333,45.35,0
6537,Hodan,2.03333,45.35,0
6538,Hodan,2.03333,45.35,0
6539,Hodan,2.03333,45.35,0
6540,Hodan,2.03333,45.35,0
6541,Hodan,2.03333,45.35,0
6542,Hodan,2.03333,45.35,0
6543,Hodan,2.03333,45.35,0
6544,Hodan,2.03333,45.35,0
6545,Hodan,2.03333,45.35,0
6546,Hodan,2.03333,45.35,0
6547,Hodan,2.03333,45.35,0
6548,Hodan,2.03333,45.35,0
6549,Hodan,2.03333,45.35,0
6550,Hodan,2.03333,45.35,0
6551,Hodan,2.03333,45.35,0
6552,Hodan,2.03333,45.35,1
6553,Hodan,2.03333,45.35,1
6554,Hodan,2.03333,45.35,1
6555,Hodan,2.03333,45.35,1
6556,Hodan,2.03333,45.35,1
6557,Hodan,2.03333,45.35,1
6558,Hodan,2.03333,45.35,1
6559,Hodan,2.03333,45.35,1
6560,Hodan,2.03333,45.35,1
6561,Hodan,2.03333,45.35,1
6562,Hodan,2.03333,45.35,1
6563,Hodan,2.03333,45.35,1
6564,Hodan,2.03333,45.35,1
6565,Hodan,2.03333,45.35,1
6566,Hodan,2.03333,45.35,1
6567,Hodan,2.03333,45.35,1
6568,Hodan,2.03333,45.35,1
6569,Hodan,2.03333,45.35,1
6570,Hodan,2.03333,45.35,1
6571,Hodan,2.03333,45.35,1
6572,Hodan,2.03333,45.35,1
6573,Hodan,2.03333,45.35,1
6574,Hodan,2.03333,45.35,1
6575,Hodan,2.03333,45.35,1
6576,Hodan,2.03333,45.35,1
6577,Hodan,2.03333,45.35,1
6578,Hodan,2.03333,45.35,1
6579,Hodan,2.03333,45.35,1
6580,Hodan,2.03333,45.35,1
6581,Hodan,2.03333,45.35,1
6582,Hodan,2.03333,45.35,1
6583,Hodan,2.03333,45.35,1
6584,Hodan,2.03333,45.35,1
6585,Hodan,2.03333,45.35,1
6586,Hodan,2.03333,45.35,1
6587,Hodan,2.03333,45.35,2
6588,Hodan,2.03333,45.35,2
6589,Hodan,2.03333,45.35,2
6590,Hodan,2.03333,45.35,3
6591,Hodan,2.03333,45.35,5
6592,Hodan,2.03333,45.35,5
6593,Hodan,2.03333,45.35,7
6594,Hodan,2.03333,45.35,9
6595,Hodan,2.03333,45.35,15
6596,Hodan,2.03333,45.35,16
6597,Hodan,2.03333,45.35,404
6598,Hodan,2.04139,45.35,0
6599,Hoho,1.51637,30.12639,0
6600,Hola,-1.50361,40.0333,0
6601,Hola,-1.50361,40.0333,1
6602,Hola,-1.50361,40.0333,2
6603,Hola,-1.50361,40.0333,2
6604,Hola,-1.50361,40.0333,3
6605,Holeta Genet,9.06302,38.49077,0
6606,Holeta Genet,9.06302,38.49077,0
6607,Holeta Genet,9.06302,38.49077,0
6608,Holeta Genet,9.063024,38.490772,0
6609,Homa Bay,-0.52731,34.45714,0
6610,Homa Bay,-0.52731,34.45714,0
6611,Homa Bay,-0.52731,34.45714,0
6612,Homa Bay,-0.52731,34.45714,0
6613,Homa Bay,-0.52731,34.45714,0
6614,Homa Bay,-0.52731,34.45714,0
6615,Homa Bay,-0.52731,34.45714,0
6616,Homa Bay,-0.52731,34.45714,0
6617,Homa Bay,-0.52731,34.45714,0
6618,Homa Bay,-0.52731,34.45714,0
6619,Homa Bay,-0.52731,34.45714,0
6620,Homa Bay,-0.52731,34.45714,1
6621,Homa Bay,-0.52731,34.45714,1
6622,Homa Bay,-0.52731,34.45714,1
6623,Homa Bay,-0.52731,34.45714,1
6624,Homa Bay Airport,-0.58817,34.47705,0
6625,Hombori,15.27898,-1.70037,0
6626,Hombori,15.27898,-1.70037,0
6627,Hombori,15.27901,-1.69783,0
6628,Honde,-18.32028,33.20917,0
6629,Honde,-18.32028,33.20917,0
6630,Hoosingo,-0.177154,41.277008,0
6631,Hoosingo,-0.177154,41.277008,10
6632,Horseed,3.1166,43.65,1
6633,Hosingow,-0.173378,41.269541,0
6634,Hosingow,-0.173378,41.269541,0
6635,Hosingow,-0.173378,41.269541,4
6636,Hosingow,-0.173378,41.269541,8
6637,Hosingow,-0.173378,41.269541,10
6638,Hosingow,-0.173378,41.269541,10
6639,Hosingow,-0.173378,41.269541,10
6640,Houmt Souk,33.87576,10.85745,0
6641,Houmt Souk,33.87576,10.85745,0
6642,Houseinat,31.130257,33.977916,0
6643,Houseinat,31.130257,33.977916,1
6644,Hout Bay,-34.03929,18.34682,0
6645,Hout Bay,-34.03929,18.34682,0
6646,Hout Bay,-34.03929,18.34682,0
6647,Hout Bay,-34.03929,18.34682,0
6648,Hout Bay,-34.03929,18.34682,0
6649,Hout Bay,-34.03929,18.34682,0
6650,Hout Bay,-34.03929,18.34682,0
6651,Hout Bay,-34.03929,18.34682,1
6652,Hout Bay,-34.03929,18.34682,1
6653,Huambo,-12.7761,15.7391,0
6654,Huambo,-12.7761,15.7391,0
6655,Humansdorp,-34.03333,24.76667,0
6656,Hun,29.12684,15.94772,0
6657,Hun,29.12684,15.94772,0
6658,Hun,29.12684,15.94772,0
6659,Hun,29.12684,15.94772,0
6660,Hun,29.12684,15.94772,0
6661,Hun,29.12684,15.94772,0
6662,Hun,29.12684,15.94772,2
6663,Hun,29.12684,15.94772,2
6664,Hurghada,27.252891,33.818108,3
6665,I-n-Deliman,16.15057,1.4277,0
6666,I-n-Deliman,16.15057,1.4277,0
6667,I-n-Deliman,16.15057,1.4277,4
6668,Iarintsena,-21.81667,46.86667,0
6669,Ibadan,7.387778,3.896389,0
6670,Ibadan,7.387778,3.896389,0
6671,Ibadan,7.387778,3.896389,0
6672,Ibadan,7.387778,3.896389,0
6673,Ibadan,7.387778,3.896389,0
6674,Ibadan,7.387778,3.896389,0
6675,Ibadan,7.387778,3.896389,0
6676,Ibadan,7.387778,3.896389,0
6677,Ibadan,7.387778,3.896389,0
6678,Ibadan,7.387778,3.896389,0
6679,Ibadan,7.43333,3.91667,0
6680,Ibadan,7.43333,3.91667,0
6681,Ibadan,7.43333,3.91667,0
6682,Ibadan,7.43333,3.91667,0
6683,Ibadan,7.43333,3.91667,0
6684,Ibadan,7.43333,3.91667,0
6685,Ibadan,7.43333,3.91667,1
6686,Ibanda Town,-0.1539,30.5319,0
6687,Ibanda Town,-0.1539,30.5319,1
6688,Ibeno,4.56868,7.97859,0
6689,Ibeno,4.56868,7.97859,0
6690,Ibese,6.55506,3.47359,0
6691,Ibnat,12.13333,38.05,1
6692,Ibsheway,29.357004,30.643699,1
6693,Idekpa-Okpiko,7.229538,7.928234,0
6694,Idekpa-Okpiko,7.229538,7.928234,10
6695,Idi Ayunre,7.233333,3.866667,1
6696,Idigny,7.48119,2.69302,3
6697,Idigny,7.48119,2.69302,3
6698,Idiofa,-4.965886,19.591508,1
6699,Idjeur,36.68333,4.5,0
6700,Idutywa,-32.09618,28.30489,0
6701,Ifako,6.643944,3.326431,1
6702,Ife-Ife,7.466667,4.566667,0
6703,Ife-Ife,7.466667,4.566667,0
6704,Ife-Ife,7.466667,4.566667,0
6705,Ife-Ife,7.466667,4.566667,46
6706,Iferhounene,36.53419,4.36972,0
6707,Igando,6.55,3.25,0
6708,Igando,6.55,3.25,1
6709,Igarra,7.2827,6.0878,0
6710,Igawa,11.13431,14.14165,0
6711,Igawa,11.13431,14.14165,1
6712,Igbara-Odo,7.502512,5.062578,1
6713,Igbide,5.3649,6.14391,0
6714,Igbo-Ukwu,6.01669,7.02654,0
6715,Igbokoda,6.349648,4.803259,0
6716,Igbona,7.90808,4.580848,0
6717,Ighayen,16.43972,7.97306,1
6718,Igun Waterside,5.742281,5.969256,0
6719,Iguomo,6.390674,6.045731,2
6720,Igwara,9.96667,8.71667,1
6721,Ihiagwa,5.399294,7.008998,0
6722,Ihosy,-22.4,46.1167,9
6723,Iidoow-Guudow,1.6283,44.40528,0
6724,Ijaiye,6.63278,3.34139,0
6725,Ijebu Ijesha,7.68333,4.81667,0
6726,Ijebu-Ode,6.816093,3.915877,0
6727,Ijegun,6.516358,3.254938,2
6728,Ijegun,6.516358,3.254938,2
6729,Ijegun,6.51636,3.25494,0
6730,Iju,7.393848,5.263265,0
6731,Iju,7.39385,5.26327,0
6732,Ikageleng,-25.56157,26.101014,0
6733,Ikageng,-26.73818,27.03074,0
6734,Ikare-Akoko,7.51667,5.75,0
6735,Ikeja,6.59422,3.33748,0
6736,Ikeja,6.59422,3.33748,0
6737,Ikeja,6.59422,3.33748,1
6738,Ikeja,6.59422,3.33748,2
6739,Ikeja,6.594222,3.337475,0
6740,Ikeja,6.594222,3.337475,0
6741,Ikeja,6.594222,3.337475,0
6742,Ikeja,6.594222,3.337475,0
6743,Ikeja,6.594222,3.337475,0
6744,Ikeja,6.594222,3.337475,0
6745,Ikeja,6.594222,3.337475,0
6746,Ikeja,6.594222,3.337475,0
6747,Ikeja,6.594222,3.337475,0
6748,Ikeja,6.594222,3.337475,0
6749,Ikeja,6.594222,3.337475,0
6750,Ikeja,6.594222,3.337475,0
6751,Ikeja,6.594222,3.337475,0
6752,Ikeja,6.594222,3.337475,1
6753,Ikere,7.49133,5.23225,0
6754,Ikere,7.49133,5.23225,0
6755,Ikere,7.49133,5.23225,0
6756,Ikiliwindi,4.7317,9.4881,3
6757,Iko Esai,5.6684,8.2214,0
6758,Ikole,7.7897,5.5106,0
6759,Ikolomani,0.28333,34.75,0
6760,Ikorodu,6.615483,3.508673,0
6761,Ikorodu,6.615483,3.508673,1
6762,Ikorodu,6.615483,3.508673,1
6763,Ikorodu,6.615483,3.508673,3
6764,Ikorodu,6.615483,3.508673,4
6765,Ikorodu,6.615483,3.508673,10
6766,Ikosi,6.611705,3.705668,0
6767,Ikot Nta,4.937985,7.586466,2
6768,Ikoyi,6.456061,3.442218,0
6769,Ikpayongo,7.58157,9.69039,1
6770,Ikpayongo,7.58157,9.69039,5
6771,Ikpiro,4.5851409,28.3908176,0
6772,Ikwiriri,-7.95618,38.97164,1
6773,Ikwiriri,-7.95618,38.97164,1
6774,Ikwo,6.0716,8.1028,2
6775,Ikwo,6.0716,8.1028,4
6776,Ilagbo,6.416193,4.156978,1
6777,Ilagbo,6.416193,4.156978,2
6778,Ilaro,6.88653,3.0205,1
6779,Ilemby,-22.45,45.1,5
6780,Ilesa,7.616667,4.733333,0
6781,Ilesa,7.616667,4.733333,0
6782,Illizi,26.50483,8.48121,0
6783,Illizi,26.504833,8.481209,0
6784,Illizi,26.504833,8.481209,3
6785,Illorin,8.5,4.55,0
6786,Illorin,8.5,4.55,0
6787,Illorin,8.5,4.55,0
6788,Illorin,8.5,4.55,0
6789,Illorin,8.5,4.55,0
6790,Illoula Oumalou,36.58333,4.41667,0
6791,Ilofa,8.1,5.15,0
6792,Ilorin Native Area,9,4.5,0
6793,Ima-Langandji,4.4571,21.26285,2
6794,Imatong,4.17389,32.75306,0
6795,Imatong,4.17389,32.75306,0
6796,Imatong,4.17389,32.75306,0
6797,Imatong,4.17389,32.75306,8
6798,Imbabah,30.07625,31.20666,0
6799,Imbabah,30.07625,31.20666,0
6800,Imbali,-29.65453,30.35063,0
6801,Imenas,16.30611,0.7175,1
6802,Imider,32.01104,-5.06414,0
6803,Imintanoute,31.172129,-8.847278,0
6804,Imintanoute,31.172129,-8.847278,0
6805,Imintanoute,31.172129,-8.847278,0
6806,Imintanoute,31.17213,-8.84728,0
6807,Imzouren,35.1448,-3.85048,0
6808,Imzouren,35.1448,-3.85048,0
6809,Imzouren,35.1448,-3.85048,0
6810,Imzouren,35.1448,-3.85048,0
6811,Imzouren,35.1448,-3.85048,0
6812,Imzouren,35.1448,-3.85048,0
6813,Imzouren,35.1448,-3.85048,0
6814,Imzouren,35.1448,-3.85048,0
6815,Imzouren,35.1448,-3.85048,0
6816,Imzouren,35.1448,-3.85048,0
6817,Imzouren,35.1448,-3.85048,0
6818,Imzouren,35.1448,-3.85048,0
6819,In Guezzam,19.66328,5.7332,0
6820,In Kadagotan,15.5502,2.7787,6
6821,In Kadagotan,15.5502,2.7787,11
6822,In Khalil,21.19006,1.04304,0
6823,In Khalil,21.19006,1.04304,1
6824,Inanda,-29.68333,30.93333,0
6825,Inata,14.3358,-1.32697,0
6826,Inata,14.3358,-1.32697,0
6827,Inata,14.3358,-1.32697,2
6828,Inata,14.3358,-1.32697,3
6829,Inata,14.3358,-1.32697,4
6830,Inata,14.3358,-1.32697,4
6831,Inatess,13.9688,3.1982,0
6832,Inhambane,-23.2642,35.0828,4
6833,Intachdayt,18.814585,0.933834,5
6834,Inyang Etim Ekpo,5.0095,7.6199,0
6835,Inyang Etim Ekpo,5.0095,7.6199,2
6836,Inyathi,-19.67563,28.84687,0
6837,Inyati,-19.675634,28.846873,0
6838,Inyati,-19.675634,28.846873,0
6839,Ipaja,6.608835,3.254479,1
6840,Ipetumodu,7.516667,4.45,0
6841,Ipetumodu,7.516667,4.45,0
6842,Ipetumodu,7.516667,4.45,0
6843,Ippy,6.260115,21.1966,0
6844,Ippy,6.260115,21.1966,0
6845,Ippy,6.260115,21.1966,1
6846,Ippy,6.260115,21.1966,1
6847,Ippy,6.260115,21.1966,16
6848,Ippy,6.26012,21.1966,7
6849,Ireda,2.23129,32.9192,0
6850,Irene,-25.87044,28.21777,0
6851,Irob,14.47723,39.62769,0
6852,Irumu,1.43821,29.844725,0
6853,Irumu,1.43821,29.844725,0
6854,Irumu,1.43821,29.844725,2
6855,Irumu,1.43821,29.844725,10
6856,Irumu,1.43821,29.84473,0
6857,Isaba,5.409311,5.722573,1
6858,Isale,-3.3489,29.4839,0
6859,Isangi,0.77891,24.27173,1
6860,Isey,14.87277,-2.02599,5
6861,Ishaka,-0.54306,30.13694,0
6862,Ishasha,-0.73694,29.62373,0
6863,Ishasha,-0.736937,29.623733,12
6864,Ishawo,6.666667,3.466667,7
6865,Ishenge,-2.866667,29,0
6866,Isi-Ugwu,5.550505,7.81364,3
6867,Isiokolo-Agbon,5.594958,6.000513,2
6868,Isiokolo-Agbon,5.594958,6.000513,2
6869,Isiokpo,5.00139,6.87408,0
6870,Isiolo,0.35462,37.58218,0
6871,Isiolo,0.35462,37.58218,0
6872,Isiolo,0.35462,37.58218,0
6873,Isiolo,0.35462,37.58218,0
6874,Isiolo,0.35462,37.58218,2
6875,Isiolo,0.35462,37.58218,5
6876,Isiolo,0.35462,37.58218,5
6877,Isiolo,0.35462,37.58218,10
6878,Isiolo,0.35462,37.58218,10
6879,isipingo,-29.98639,30.91853,0
6880,Isipingo,-29.98639,30.91853,0
6881,Isiro,2.7666,27.6166,0
6882,Isiro,2.7666,27.6166,0
6883,Ismailia,30.604272,32.272252,0
6884,Ismailia,30.604272,32.272252,0
6885,Ismailia,30.604272,32.272252,1
6886,Ismailia,30.604272,32.272252,14
6887,Isolo,6.52916,3.32172,0
6888,Israac,6.77,47.43,1
6889,Issele-Uku,6.31517,6.47405,1
6890,Issers,36.72265,3.66718,0
6891,Isseye,14.87277,-2.02559,5
6892,Isua,7.4378,5.8987,0
6893,Isua,7.4378,5.8987,0
6894,Isuku,7.033333,2.75,6
6895,Itaba,-3.6604,30.0119,0
6896,Itahe,-3.4449,30.5367,0
6897,Itanda,-7.34318,21.64333,1
6898,Itaosy,-18.91667,47.46667,0
6899,Itaosy,-18.91667,47.46667,1
6900,Iten,0.67017,35.50774,0
6901,Itondy,-19.05,45.35,4
6902,Itsoseng,-26.08159,25.88124,0
6903,Ituri,1.82056,30.72194,0
6904,Ituri,1.82056,30.72194,0
6905,Iva-Valley Coal Mine,6.4494,7.4494,0
6906,Ivato,-19.8667,46.65,1
6907,Ivory Park,-25.98953,28.12843,0
6908,Iyiri,4.05,32.54,8
6909,Izbat Al Basartah,31.380411,31.79303,1
6910,Izuwe,11.416667,13.266667,0
6911,Izzi,6.583333,8.05,9
6912,Jabal al Halal,30.65299,34.02887,0
6913,Jabal al Halal,30.65299,34.02887,0
6914,Jabal al Halal,30.65299,34.02887,0
6915,Jabal al Halal,30.65299,34.02887,0
6916,Jabal al Halal,30.65299,34.02887,0
6917,Jabal al Halal,30.65299,34.02887,1
6918,Jabal al Halal,30.65299,34.02887,1
6919,Jabal al Halal,30.65299,34.02887,1
6920,Jabal al Halal,30.65299,34.02887,1
6921,Jabal al Halal,30.65299,34.02887,1
6922,Jabal al Halal,30.65299,34.02887,2
6923,Jabal al Halal,30.65299,34.02887,2
6924,Jabal al Halal,30.65299,34.02887,2
6925,Jabal al Halal,30.65299,34.02887,2
6926,Jabal al Halal,30.65299,34.02887,3
6927,Jabal al Halal,30.65299,34.02887,7
6928,Jabal al Halal,30.65299,34.02887,7
6929,Jabal Amer,13.8,23.7,1
6930,Jabal Biliniang,4.81214,31.74246,9
6931,Jabal Dalamen,11.6027,30.4106,0
6932,Jabal Dalamen,11.6027,30.4106,0
6933,Jabal Hajar Ajjawad,11.9157,29.6729,1
6934,Jabal Tinah,14.8333,23.85,0
6935,Jabalaulia,15.250997,32.521394,0
6936,Jabinyanah,35.0333,10.9167,0
6937,Jabinyanah,35.0333,10.9167,0
6938,Jabir,13.89847,24.66603,1
6939,Jakiri,6.1,10.65,1
6940,Jalalaqsi,3.38342,45.59693,0
6941,Jalalaqsi,3.38342,45.59693,0
6942,Jalalaqsi,3.38342,45.59693,0
6943,Jalalaqsi,3.38342,45.59693,0
6944,Jalalaqsi,3.38342,45.59693,0
6945,Jalalaqsi,3.38342,45.59693,0
6946,Jalalaqsi,3.38342,45.59693,0
6947,Jalalaqsi,3.38342,45.59693,0
6948,Jalalaqsi,3.38342,45.59693,0
6949,Jalalaqsi,3.38342,45.59693,0
6950,Jalalaqsi,3.38342,45.59693,0
6951,Jalalaqsi,3.38342,45.59693,0
6952,Jalalaqsi,3.38342,45.59693,0
